step,FS4C,FS4A,FB8H,FS4B,FB8E,FB7L,FB8F_b,FB7M,FB7I,FB7G,FB1D,FB8A,FB7K,FB9A,FB1E_b,FB9C_b,FB9B_e,FB1B,FB8I,FB8G,FB8F_a,FB7A,FB5G,FB6T,FB7F,FB6U,FB8D,FB9B_c,FB6Z,FB6G,FB7E,FB6S,FB6Q,FB6M,FB5H,FC2B,PEN_b(PEN2),EPG,FB1A,FB2G_b,PFNv,FB1E_a,FB6A,FB6X,FB6E,FB5I,FB7C,PFNd,FB9C_a,FB6I,FB2F_a,FB6Y,PFNa,FB8C,FB1G,FB4E,FB5C,FB5B,PEN_a(PEN1),FB6F,FS3,FB2L,FB1H,FB6K,FB2F_b,FB4X,FB6W,PFNp_a,PFNp_b,FB2I_a,FB6R,FB6B,FB1C,FB5Y,FB2E,FB5Q,FB2F_c,FB4F_a,FB5A,PFNm_a,PFNp_c,FC2C,PFNm_b,FC1D,FB2D,FB5Z,FB2C,FB2J,FS1B,FB8B,FB4N,FB5P,FB2B_b,PFNp_e,EL,FS2,FB5X,FB5F,FB2I_b,FB2H_b,Delta7,PFNp_d,FC3,FB2M,FB6C_b,FB5J,FB5W,FB4O,FB5E,FC1F,FB5T,PEG,FB4A,FB4D,FB4Q_a,FB6N,FB4P_b,FB5V,FS1A,FB1J,FB7J,FB9B_d,FB9B_b,FB9B_a,FB5D,FB4P_a,FC1E,FB6J,FB6P,FB7H,FB6V,FB6H,FB6L,FB7D,FB1I,FB2K,FB4K,FC1C,FB5AB,FB6D,FB6C_a,FB6O,FB4Z,FB5S,FB7B,FB5K,FB4H,FB5L,FB5U,FB5R,FB2G_a,FB4G,FB5N,FB4Y,FC2A,FB5O,FB5AA,FC1A,FB5M,FB3C,FB4M,FB4B,ER2_c,ER2_a,FB4J,FB4I,FB4Q_b,FB3A,FB4L,FB4C,FB4R,FB4F_b,FC1B,FB3E,ER4d,ER2_d,ER4m,ER3w_b,EPGt,ER2_b,ER3a_c,ER3p_a,ER3w_a,ER5,FB2A,ER3a_b,FB1F,FB2B_a,ER6,ER3p_b,ER3d_c,ER3d_a,ER3d_d,ER3d_b,ER3a_a,ER3a_d,ER3m,ER1_b,ER1_a,FB3D,FB3B,FB2H_a
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,3.5754013e-06,3.4562214e-05,1.6814049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.592166e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5136154e-05,0.05058023,1.0360606,0.0,0.0,0.011571428,0.0,0.0,0.00010368664,0.0,0.0,0.0,0.015485598,0.0,0.0,0.0,0.0,0.0045014303,0.0,0.001140553,7.540846e-05,0.0,0.0,0.054881334,0.00010368664,9.426058e-06,0.0,0.0003110599,0.0,0.0,0.0,0.0,0.00096082943,0.0008908035,2.3041475e-05,0.0,0.0,0.002592166,5.184332e-05,0.0,0.0,5.184332e-05,4.608295e-05,0.0,0.0027197797,0.0035659191,5.6046833e-06,0.0013709678,2.0737327e-05,6.912443e-05,5.184332e-05,0.0,0.0,1.7281107e-05,0.0,0.0,0.0,0.0,0.003140224,0.112891704,0.0,0.0,0.0,0.0,0.0,0.087383136,7.540846e-05,1.4812376e-05,0.0,0.0,0.00010368664,2.592166e-05,5.184332e-05,0.0,0.0,0.00010368664,0.07063364,0.0,3.4562214e-05,0.0,0.0,0.0,1.1520738e-05,2.3565144e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.592166e-05,0.0055990783,0.00010368664,0.0,0.0,0.0,0.0,0.0,0.0,5.184332e-05,6.2840386e-06,0.0,0.0,0.0,0.0,3.888249e-05,0.0,0.0,0.00010368664,0.00010368664,0.0,0.0,3.4562214e-05,0.0,0.00010368664,0.00051843317,0.04842166,1.1520738e-05,0.0,0.0,0.0,0.0003110599,0.0042857137,0.00036290323,0.0,0.016629359,0.013571428,0.0,0.0,0.0,0.0003110599,0.0,0.0,0.0,0.0,2.3041475e-05,0.0012442396,0.0124589875,0.013963134,0.04570507,0.0037327188,1.0060657,0.00967742,0.0023847925,0.0019182027,0.0050230417,0.0004147465,5.184332e-05,0.0003110599,0.0,0.00010368664,0.09067396,0.0010714285,0.00015552995,0.00024193549,0.00033179723,0.0006221198,5.184332e-05,3.4562214e-05,0.00026497696,0.013331139,0.010044642,0.00010368664,0.01296083,0.0
2,1.88813e-05,1.8409442e-05,5.5913533e-05,3.0187028e-05,6.8805875e-08,4.9454225e-06,9.138281e-08,4.5153857e-07,1.135297e-06,1.0750918e-07,7.353627e-05,5.0314293e-06,3.440294e-07,0.0,2.6984806e-05,0.0,0.0,7.877198e-05,2.601722e-06,1.9351653e-07,6.450551e-08,2.723566e-07,7.645097e-05,2.365202e-07,0.0,4.956173e-06,6.0205144e-07,0.0,1.2471064e-06,2.10718e-06,5.246448e-06,2.1860199e-06,1.0965936e-06,0.00013368767,0.001181741,0.00014735256,0.066030554,1.0558136,2.5017387e-05,1.9792442e-05,0.016491275,2.1867367e-05,3.9921742e-06,0.00012404888,7.667554e-05,3.936986e-05,7.3106247e-07,0.020053454,8.600735e-08,2.236191e-06,3.1915893e-05,6.880587e-07,0.007911185,1.7308979e-06,0.0014578772,0.00016686163,0.00013883735,8.787084e-06,0.06338522,0.00013080046,5.0544735e-05,3.5951074e-05,0.001856526,1.6427402e-05,6.677754e-05,0.0001793468,9.288794e-06,0.0015545333,0.0013515687,9.453748e-05,1.1037608e-06,9.389135e-06,0.0046101995,0.000102168364,0.00010047808,0.00013090318,0.00012817484,0.0009766489,0.0003419652,0.0040686065,0.0047806194,6.357713e-05,0.0024699434,0.00012968498,0.00031443886,9.298709e-05,3.372921e-05,4.4044362e-05,6.230416e-05,1.0750918e-07,0.0024203542,0.00017197167,8.158871e-05,0.0042406325,0.13084339,7.4787415e-05,0.00013260181,0.00016401602,0.000100865116,7.26117e-05,0.10118888,0.00025623105,0.00017685532,1.9043462e-05,3.070462e-06,0.00015870982,0.00019207173,0.00013578648,0.00048308173,0.00021345507,0.00022551604,0.0825342,6.0205144e-05,0.0004726478,8.974866e-05,5.5668253e-05,9.73296e-05,0.00024381226,9.87727e-05,4.79921e-05,1.8169053e-06,0.0,0.0,0.0,0.00040014915,0.0005721961,6.274021e-05,3.5570603e-05,0.006030749,0.00013155301,3.257528e-05,3.268279e-06,4.9031354e-05,2.8489935e-06,4.517536e-05,1.8405573e-05,0.00062828604,3.0714033e-05,0.00041982334,2.752235e-06,1.1826011e-06,5.6549827e-05,0.0006559314,9.751391e-05,5.5904775e-07,0.0010356623,0.0010313189,0.00016408051,0.0004203609,0.00048784236,3.5349018e-05,0.0009211219,0.0012412174,0.06096822,0.0002462181,0.00015186745,4.9368216e-05,0.00018557429,0.0024552876,0.0046608066,0.0025433076,0.00097480725,0.024857365,0.021234889,0.0006096846,0.00038989278,6.1828534e-05,0.003087678,0.0004389815,0.0016691231,9.298469e-05,0.00029107038,0.0002764908,0.0016218334,0.02421104,0.021388585,0.0587628,0.006886397,1.0127854,0.016669622,0.0065997653,0.0097113205,0.01011783,0.0023968634,0.00029836188,0.0026369889,7.0289505e-05,0.00014195991,0.10297101,0.011000718,0.0029874544,0.003820615,0.0021026628,0.0053346516,0.00082083856,0.0012318991,0.0016065458,0.016951513,0.013770926,0.0002553391,0.015377592,6.7515764e-05
3,3.145171e-05,2.4244184e-05,6.084861e-05,3.7998063e-05,1.947022e-07,7.0599312e-06,3.2979383e-07,1.6044957e-06,2.858334e-06,6.024099e-07,0.000104836625,6.153615e-06,1.0850729e-06,2.4827187e-08,4.3782456e-05,2.2049292e-08,4.0932754e-08,0.00012607475,3.968856e-06,6.712556e-07,2.2793667e-07,7.435827e-07,0.00010211465,2.2324582e-06,1.6659365e-07,1.1291758e-05,1.4425776e-06,1.633966e-08,3.7027464e-06,4.1177586e-06,8.327051e-06,3.927694e-06,5.8765186e-06,0.00015841145,0.0015473099,0.0002383655,0.06955855,1.0619816,4.623667e-05,4.4385688e-05,0.017681,4.214306e-05,8.2980505e-06,0.00013786071,9.15853e-05,5.659501e-05,2.0201203e-06,0.021162944,2.1959842e-07,4.272689e-06,6.648148e-05,1.7487389e-06,0.00863347,2.8182242e-06,0.001645874,0.00023000092,0.00020799504,1.76575e-05,0.06576139,0.00013698156,6.713731e-05,7.5924356e-05,0.002585787,2.4957722e-05,0.000130633,0.00030502857,2.0192481e-05,0.0016736017,0.0014518261,0.00016616027,2.5218003e-06,1.33513795e-05,0.0052079167,0.00012588759,0.00018686132,0.00017987686,0.00016352846,0.001284456,0.00051824696,0.0043760855,0.0050538476,0.00010338214,0.0027063442,0.00022207266,0.00054480636,0.00011058106,7.326993e-05,8.275022e-05,9.096601e-05,7.1330953e-07,0.0032102875,0.00022570079,0.00015133603,0.0044773687,0.13766295,0.000106381456,0.00019570865,0.00022956454,0.00018337717,0.00013504947,0.10462109,0.0002991616,0.0002495366,4.9797498e-05,4.6212926e-06,0.00020977456,0.0002590343,0.00018730707,0.0006628898,0.00036254674,0.00026695005,0.08533111,0.00012227954,0.00065826374,0.0001624968,7.891293e-05,0.0001627879,0.00031616964,0.00014393256,6.630135e-05,7.1315935e-06,1.8595866e-08,2.244316e-09,7.825156e-08,0.00054592465,0.0007854949,0.00011608751,4.207564e-05,0.0062240823,0.0001433235,5.4806864e-05,1.0929416e-05,6.884539e-05,6.6604307e-06,6.71966e-05,4.36367e-05,0.000850434,5.5110042e-05,0.0005317165,4.822933e-06,2.1124968e-06,7.482867e-05,0.00085086084,0.0001386192,2.4452852e-06,0.0013411269,0.0013154554,0.00023103185,0.0005584812,0.00064575224,8.6176195e-05,0.0012341291,0.0014754062,0.064160086,0.0004028253,0.00022994842,8.646646e-05,0.00033382478,0.0030561285,0.0048410487,0.0035058754,0.0014593513,0.027754145,0.023833936,0.0008290537,0.0005414422,0.00012702608,0.00403968,0.00070864626,0.0024006567,0.00014176054,0.00041497825,0.00047645997,0.0017861957,0.029060148,0.02382113,0.062905125,0.007965357,1.0139706,0.018848525,0.0076161465,0.011628468,0.011744652,0.0029295662,0.0004977229,0.0032584658,0.000114305585,0.00021362238,0.10634969,0.01335138,0.003932661,0.0050160047,0.0027884238,0.006629533,0.0010943509,0.0016071893,0.002085962,0.017817764,0.014578158,0.00037149907,0.016035844,0.00012928889
4,3.679626e-05,2.6440692e-05,6.252358e-05,4.091734e-05,2.5543113e-07,7.854635e-06,4.1732864e-07,2.2855897e-06,3.7131672e-06,9.001843e-07,0.00011430724,6.556257e-06,1.4576619e-06,3.4839225e-08,5.0293707e-05,3.2622104e-08,5.3012727e-08,0.00014054785,4.4021335e-06,9.818764e-07,3.0418963e-07,1.0505606e-06,0.00011105453,3.111829e-06,2.577102e-07,1.38368405e-05,1.8882304e-06,2.1520645e-08,4.6355326e-06,5.2109544e-06,9.64888e-06,4.56429e-06,7.816003e-06,0.00016732448,0.001648427,0.00027075084,0.0705125,1.0638824,5.4551278e-05,5.7576784e-05,0.017990585,4.9951763e-05,1.00869e-05,0.00014337017,9.7310505e-05,6.362774e-05,2.7306653e-06,0.021470413,2.7814104e-07,5.4220736e-06,8.580339e-05,2.2513946e-06,0.00881315,3.150527e-06,0.0017201039,0.000252058,0.00022983164,2.0882151e-05,0.06642915,0.0001396042,7.265962e-05,9.489064e-05,0.0028179078,2.831816e-05,0.00015584327,0.00035662102,2.4795208e-05,0.0017041209,0.0014776712,0.00019918552,3.201804e-06,1.5178234e-05,0.0053649102,0.00013400416,0.00021897639,0.00019605104,0.00017730269,0.0013765353,0.0005849887,0.004454762,0.0051251445,0.00011735666,0.0027666462,0.00024970443,0.0006281529,0.000116490024,9.471675e-05,9.743949e-05,0.00010353606,1.0016455e-06,0.0034510363,0.00024079686,0.00018357908,0.0045396485,0.13976546,0.00011853472,0.00022047374,0.00025241176,0.00021031847,0.00016379444,0.10558291,0.00031026124,0.00027307507,6.668586e-05,5.3657086e-06,0.00023059486,0.00028123343,0.00020816718,0.0007189486,0.0004060156,0.00027855218,0.08612345,0.00014710624,0.0007226095,0.00019257459,8.545615e-05,0.00018855592,0.00033600157,0.00016124391,7.183597e-05,9.597182e-06,2.6501844e-08,5.0163167e-09,1.023668e-07,0.000589318,0.0008493572,0.00013504113,4.4765635e-05,0.006284025,0.00014671445,6.2543666e-05,1.4163614e-05,7.5084296e-05,8.472151e-06,7.413283e-05,5.8385573e-05,0.0009215067,6.832714e-05,0.0005699657,5.9144586e-06,2.6644625e-06,7.94543e-05,0.0009037031,0.00015116483,3.2764283e-06,0.0014243326,0.001393979,0.00025035383,0.00059718866,0.00068973465,0.000109139364,0.0013357094,0.0015409639,0.06511847,0.00045815908,0.00025517185,9.906177e-05,0.00037620316,0.0032141218,0.0049006734,0.0038004937,0.0016184362,0.028738828,0.024703376,0.00089337106,0.0005882381,0.00015757378,0.004300827,0.0008063274,0.0026389477,0.00016097096,0.0004546456,0.0005313053,0.0018418464,0.030977916,0.02462454,0.06421579,0.008331934,1.0142838,0.01956852,0.0079589,0.012263652,0.012288869,0.0031074097,0.0005652832,0.0034630569,0.00012733694,0.00026461013,0.10729276,0.014135409,0.0042690975,0.0054375124,0.003029814,0.007066873,0.001189988,0.0017336578,0.002252438,0.018085511,0.014834657,0.0004120955,0.016238425,0.00015481621
5,3.8573322e-05,2.7159233e-05,6.303845e-05,4.1874868e-05,2.7559415e-07,8.117278e-06,4.480417e-07,2.5491004e-06,4.0456857e-06,1.0232352e-06,0.00011707806,6.6834764e-06,1.5853557e-06,3.8368146e-08,5.2242558e-05,3.6854715e-08,5.6243746e-08,0.00014474698,4.537674e-06,1.1033233e-06,3.334639e-07,1.172914e-06,0.000113915594,3.430306e-06,2.9230483e-07,1.472899e-05,2.0625848e-06,2.2958124e-08,4.995719e-06,5.641606e-06,1.009613e-05,4.76905e-06,8.501442e-06,0.00017014667,0.0016792027,0.00028128838,0.0707921,0.06449147,5.7227917e-05,6.229765e-05,0.018077608,5.2378084e-05,1.0736665e-05,0.00014529996,9.924807e-05,6.595208e-05,2.9977728e-06,0.021559637,3.00554e-07,5.868199e-06,9.24936e-05,2.4396988e-06,0.0088632265,3.2675925e-06,0.0017439383,0.00025887185,0.000236547,2.1935404e-05,0.06662704,0.00014048722,7.438716e-05,0.00010125275,0.0028876667,2.9446099e-05,0.00016380538,0.00037329557,2.6288455e-05,0.001712769,0.0014849602,0.00021058472,3.4574862e-06,1.5812237e-05,0.0054089883,0.00013652866,0.00022932678,0.00020119798,0.00018174824,0.0014047123,0.00060664193,0.0044768145,0.005145464,0.000121900724,0.002783465,0.00025787234,0.00065372884,0.00011836171,0.00010190206,0.00010217356,0.000107813095,1.1107647e-06,0.003522422,0.00024539215,0.00019395913,0.00455754,0.14043954,0.00012251093,0.00022868231,0.0002597273,0.000218584,0.00017348168,0.105867185,0.0003133704,0.00028028953,7.2618575e-05,5.6458266e-06,0.00023748231,0.000288368,0.00021500778,0.00073627685,0.0004188855,0.0002820277,0.08635744,0.00015513018,0.0007421847,0.000202372,8.748419e-05,0.00019694334,0.00034189445,0.00016692576,7.348231e-05,1.0516323e-05,2.9231172e-08,6.240105e-09,1.0891152e-07,0.0006024317,0.0008686765,0.00014094882,4.5729652e-05,0.006302809,0.00014774033,6.509382e-05,1.5342466e-05,7.704013e-05,9.181327e-06,7.620991e-05,6.322966e-05,0.0009434344,7.296307e-05,0.0005817701,6.3216385e-06,2.8850582e-06,8.083401e-05,0.000919418,0.00015498999,3.576005e-06,0.001449073,0.0014176017,0.00025612407,0.0006088279,0.00070283044,0.00011677736,0.0013663786,0.001560656,0.06540363,0.00047611824,0.00026281673,0.00010305644,0.00038856544,0.0032615196,0.0049191,0.0038855923,0.0016650541,0.029061308,0.02498433,0.00091231166,0.0006024564,0.00016777024,0.004375606,0.0008361108,0.0027098665,0.00016699782,0.0004666633,0.00054720906,0.0018589117,0.031686284,0.024881758,0.064627305,0.008450472,0.014373818,0.019798042,0.008067001,0.012463466,0.01246326,0.0031638234,0.00058541266,0.0035280008,0.00013116497,0.0002807748,0.107574955,0.014381848,0.0043801926,0.0055765104,0.003109616,0.007206536,0.001221205,0.0017742902,0.0023069624,0.018167393,0.014912797,0.00042443315,0.016300388,0.00016328614
6,3.9124894e-05,2.3803623e-05,2.8637098e-05,2.5356598e-05,2.820826e-07,8.200286e-06,4.5787664e-07,2.6363373e-06,4.160052e-06,1.0665915e-06,0.00011788891,6.7237065e-06,1.6261479e-06,3.9491265e-08,5.2820324e-05,3.826332e-08,5.7215892e-08,0.00014598179,4.5798456e-06,1.1452494e-06,3.433929e-07,1.2155016e-06,8.888416e-05,3.5342077e-06,3.0401563e-07,1.5017464e-05,2.1199976e-06,2.3398702e-08,5.1185107e-06,5.791961e-06,1.0238073e-05,4.832809e-06,8.721429e-06,0.00017104295,0.0016884727,0.0002593901,0.020297997,0.028627079,5.803835e-05,6.377233e-05,0.0065320125,5.310058e-05,1.0951472e-05,4.225628e-05,9.987213e-05,6.668438e-05,3.0862182e-06,0.0061009116,3.0793095e-07,6.0228117e-06,9.454294e-05,2.5028437e-06,0.004376643,3.3045783e-06,0.00061066623,0.00018551736,0.0002385838,2.2264043e-05,0.011807033,3.7089354e-05,6.5484615e-05,0.00010319745,0.0025972296,2.9803137e-05,0.00016619127,0.00037836007,2.6755964e-05,0.00075452187,0.00059632934,0.00019111388,3.5429384e-06,1.6020385e-05,0.0028298583,8.547331e-05,0.00023249722,0.00020278766,0.00013125173,0.0013670509,0.00061339745,0.0017635945,0.0015856558,0.000117693584,0.0014174714,0.00023953484,0.00059225335,6.709442e-05,0.00010409427,0.00010361485,9.186377e-05,1.1464858e-06,0.0035435292,0.00024678416,0.00019709676,0.0014227191,0.027766218,0.00012373283,0.00023125357,0.0002619932,0.00022106124,0.0001764117,0.018572142,0.000238876,0.000267641,7.446725e-05,5.741196e-06,0.00013591889,0.000264658,0.00016525974,0.0007415343,0.0004226638,0.00017938508,0.015796326,0.00015756502,0.00071341847,0.00020534827,8.8107954e-05,0.00019949405,0.00033213428,0.00014511906,7.397443e-05,1.0817705e-05,3.010212e-08,6.672876e-09,1.10886276e-07,0.00060637353,0.00087445625,0.00014271328,2.0123665e-05,0.00070968264,4.436836e-05,6.5891036e-05,1.5729547e-05,7.764186e-05,9.419791e-06,7.6829485e-05,6.4707165e-05,0.00089813606,6.810504e-05,0.0005853842,6.459455e-06,2.962449e-06,8.1255814e-05,0.0008852267,0.00015615144,3.673439e-06,0.0013527923,0.0013209729,0.00025786413,0.00061232364,0.00067219493,0.00011910929,0.0012718338,0.0010481674,0.017070638,0.0004701085,0.00026513494,0.000104284394,0.00039217653,0.0029646186,0.00063908653,0.00354745,0.0016786595,0.012536688,0.0115031935,0.0009178916,0.00060669554,0.00017091742,0.004086322,0.0008448983,0.0027307328,0.00016880872,0.00047024002,0.0005287982,0.0006198407,0.019480092,0.011000715,0.019052522,0.0047557894,0.008335251,0.010193695,0.0057167653,0.010609005,0.0074958727,0.0027671207,0.0005395009,0.0032376854,0.00013229673,0.00018197375,0.016989008,0.013389059,0.004260769,0.0053797197,0.0028037135,0.00662919,0.0011794255,0.0017527593,0.0020595894,0.0048620375,0.00489275,0.000324409,0.0033590156,0.00016586039
7,2.0411204e-05,9.036318e-06,7.336625e-06,1.2073492e-05,2.1528169e-07,3.2807486e-06,3.6954597e-07,2.2118984e-06,3.0615433e-06,9.731817e-07,4.459764e-05,1.7050459e-06,1.2947623e-06,3.983662e-08,2.6009151e-05,3.8700154e-08,5.7507492e-08,6.758005e-05,1.9911524e-06,9.651291e-07,2.8207197e-07,9.569231e-07,3.862913e-05,3.3302747e-06,3.0774544e-07,1.0151476e-05,1.5357269e-06,2.3532586e-08,3.9109937e-06,3.7335353e-06,5.035439e-06,2.666404e-06,7.693194e-06,3.764142e-05,0.00050960167,0.00013815808,0.004874961,0.0089376345,3.326386e-05,4.4424385e-05,0.0016201374,3.1448526e-05,7.0274577e-06,2.2104112e-05,2.3393688e-05,2.754116e-05,2.38274e-06,0.0015413815,2.2419641e-07,3.836624e-06,6.324015e-05,1.8347869e-06,0.0009714846,1.5852393e-06,0.0002955543,9.468242e-05,0.000100369354,1.357806e-05,0.0033225915,1.006755e-05,2.4524958e-05,6.782752e-05,0.0010579322,1.3486923e-05,0.00010012361,0.00020053543,1.761069e-05,0.00016162079,0.00013623768,0.000120701305,2.4663423e-06,6.6972025e-06,0.0008158362,3.539326e-05,0.00013297639,7.237516e-05,5.5325196e-05,0.00043906117,0.00027350732,0.00041680044,0.00037285796,6.014722e-05,0.00032003273,0.00013130234,0.00034922129,2.61285e-05,7.101941e-05,6.0002967e-05,4.724601e-05,1.0500996e-06,0.0011295248,7.5245815e-05,0.00011644601,0.0003239988,0.009885719,4.9317223e-05,9.944148e-05,9.867497e-05,0.00012093925,0.000104675666,0.0047943257,5.8333466e-05,0.000106252366,5.598008e-05,2.7014555e-06,8.153863e-05,9.9190314e-05,8.194971e-05,0.00026006557,0.00021033737,5.78775e-05,0.003918757,9.808876e-05,0.00027706297,0.0001164922,3.2633165e-05,0.000102931794,0.00010038589,7.0446615e-05,2.6132271e-05,9.094974e-06,3.036881e-08,6.8126838e-09,1.11478606e-07,0.00020743295,0.000304024,8.049977e-05,1.0574344e-05,0.0002799072,1.6599733e-05,3.3562235e-05,1.2583192e-05,2.87967e-05,6.6463163e-06,3.1841795e-05,4.6742356e-05,0.00032368075,4.4102697e-05,0.00016667874,3.7514258e-06,1.8050524e-06,2.4837671e-05,0.00026962368,5.899458e-05,3.1448421e-06,0.00042310142,0.00039551588,9.431832e-05,0.0001930406,0.00022012358,8.4456784e-05,0.00045717272,0.0003272242,0.004552216,0.00023708428,0.000113975635,5.529247e-05,0.00020767828,0.00082478207,0.0002657648,0.0013744179,0.00070788857,0.004342673,0.0038687964,0.0003098874,0.00021809124,0.000110036395,0.0013162172,0.00040852488,0.0010678298,7.63687e-05,0.00018025146,0.00027672842,0.00024382208,0.0078163035,0.003601555,0.006036364,0.0016143393,0.0016239951,0.0032248609,0.0015129425,0.002836448,0.0024189125,0.00079082866,0.0002947495,0.0009184456,6.234701e-05,0.00014514959,0.004719953,0.0034851488,0.0014405428,0.0018156646,0.0010412264,0.0019311106,0.00041367635,0.0005596242,0.000723704,0.0012499156,0.0011743393,0.00017384712,0.00094845024,9.91167e-05
8,7.8918865e-06,3.2220307e-06,2.4178028e-06,4.289886e-06,9.000254e-08,1.1743105e-06,1.320785e-07,1.0672258e-06,1.3500297e-06,4.827068e-07,1.3373271e-05,5.8694343e-07,5.576188e-07,1.5115202e-08,9.264828e-06,1.6783808e-08,1.6665062e-08,2.0390835e-05,6.2808203e-07,4.915537e-07,1.1963773e-07,4.900196e-07,1.3050584e-05,1.3444189e-06,1.4231338e-07,3.8438784e-06,7.006208e-07,7.2345085e-09,1.4678158e-06,1.7383015e-06,1.9683282e-06,9.3079956e-07,2.9343594e-06,1.3009352e-05,0.0001449364,4.7446654e-05,0.0013557555,0.002790321,1.2118173e-05,1.9965026e-05,0.0004329334,1.1238041e-05,2.7429085e-06,8.360706e-06,8.545881e-06,1.0386378e-05,1.1021542e-06,0.00043452258,9.129718e-08,1.81585e-06,2.8858782e-05,7.8032747e-07,0.0002506582,5.0152414e-07,0.00010823679,3.1732565e-05,3.140515e-05,4.7389003e-06,0.00095267093,3.9155448e-06,7.981276e-06,2.8029022e-05,0.0003305535,4.991194e-06,3.6482157e-05,7.5316064e-05,6.751234e-06,4.2806994e-05,3.6193534e-05,4.9406524e-05,1.0567774e-06,2.7556496e-06,0.00021938432,1.1751026e-05,4.6883884e-05,2.3554196e-05,2.0094692e-05,0.0001320575,9.786591e-05,0.00010996683,0.00010023566,2.0472853e-05,8.411794e-05,3.91321e-05,0.00011954483,8.590029e-06,3.1675252e-05,2.142807e-05,1.87079e-05,4.4771576e-07,0.0003415415,2.1654014e-05,4.6981902e-05,8.780057e-05,0.0030895025,1.783717e-05,3.6577756e-05,3.3342818e-05,3.865319e-05,4.25017e-05,0.0013711046,1.5490996e-05,3.3772045e-05,2.5393465e-05,1.1602962e-06,3.0669886e-05,3.2439708e-05,3.062222e-05,8.075971e-05,6.158984e-05,1.6544654e-05,0.0011292379,3.6234982e-05,9.197323e-05,4.4014643e-05,9.449159e-06,3.77069e-05,2.8199669e-05,2.5450543e-05,7.869644e-06,3.8093492e-06,1.1854361e-08,4.6115196e-09,3.341013e-08,6.2034866e-05,9.1274414e-05,2.7311942e-05,4.10048e-06,8.718297e-05,4.860033e-06,1.14072955e-05,4.9599294e-06,9.040967e-06,2.8583465e-06,9.878593e-06,2.1643575e-05,0.00010214775,1.9835388e-05,5.5135293e-05,1.6945996e-06,8.8310367e-07,6.6004723e-06,7.514967e-05,1.800084e-05,1.2680185e-06,0.00011835657,0.00011206367,2.7534394e-05,5.525912e-05,6.2593615e-05,3.3839176e-05,0.0001450246,9.361621e-05,0.001369401,8.0989135e-05,3.6114612e-05,1.831081e-05,5.975559e-05,0.00022533041,8.608078e-05,0.0004141015,0.00022457007,0.0014569601,0.001279143,9.103583e-05,6.694158e-05,4.512549e-05,0.0003662138,0.00013964884,0.0003381903,2.7759444e-05,5.667752e-05,7.7179895e-05,7.9947466e-05,0.0029975662,0.0011774761,0.0019074113,0.00053932896,0.00044153037,0.0010534788,0.00050018326,0.0009259836,0.0007978352,0.00026001938,9.59252e-05,0.00029914058,1.8435036e-05,7.3921554e-05,0.001350296,0.0011427394,0.0004991333,0.00062502176,0.00035818334,0.0006409226,0.00014121573,0.00018569716,0.00024613,0.00038633644,0.0003696556,5.801803e-05,0.00029219728,3.757685e-05
